comment,rating
"I am taking 2 mg of abilify daily along with 225 mgd of effexor. I've only been on abilify for about 2 months. My psychiatrist felt that the abilify would make the effexor more effective. For the first 6 or 7 weeks I felt great. But for the last week, I have had a lot of anxiety and some depressed moods. I've also gained a few pounds. I'm due to see my Dr. in a couple weeks so we will see if she wants to make any changes. ",3.6666666666666665
"I feel like I could chew someone out or rip their head off!  So not like me!  i have depressions and anxiety and I am into my second month of Abilify, 2mg. at night.  I thought the first month i was just adjusting to the drug.  Having the days when I was nervous and anxious.  But i believe 100% the Ability is causing me to feel this way!  I want to come out of my skin and explode!  Anyone know what I mean??? And what did you do?  Help....",2.0
I loved the hope ability has graven me. I had to get off because of the side effects and trying to find a dr prescribe you a medication that works is like asking them to make it themselves. I can't wait till abilifys new medication comes out. I heard its in its last stages and causes less side effects. Can't wait!,4.333333333333333
"Had taken Abilify in the past, things were getting  pretty rough in my head & I thought of this drug.
We gave it a go 2mg X 2 daily and 40mg Prozac.  Remeron 15 mg @ night.  After the first few days of letting my head ""settle in""  - I started feeling like myself again (whatever that is).  Spring came about the same time so that may factor in - who cares??  I feel great.
60 years old, hip replacement 1.25 years ago, farmer and equestrian/raise flowers and chickens to earn a little extra $$$.  Exercise 5-7 days a week (""formal"" type w/ stretches etc. )  Get a lot of exercise just doing the routine farm stuff.  Try to eat correctly for the most part.  No alcohol.  E-cigs YES!!   
Began psychiatrist routine @ age 16.  I do prefer the older drugs & I have tried them all or @ least most of them.  What I am taking now is working, that is all I care about. Abilify helps for now.
Best of luck to all - Pray - that helps a lot also.",5.0
This is a powerful drug. Every time I have increased this medication It has made me feel weird.,4.666666666666667
Was prescribed Abilify in addition to cymbalta. I suffered from severe neck/back pain from surgery. I did feel better after taking this drug; however; I have gained 50lbs. I just stopped the abilify and hope to lose the weight gained. Next I hope to stop the Cymbalta. ,3.6666666666666665
"THIS IS THE DEVIL'S DRUG!!! Satan created this drug himself!!! I started taking Abilify as an addition to another medication to act as a mood stabilizer. I started it when I was 15 and it was at a moderately low dose. I had been gradually gaining weight, so I just assumed that it was due to growing. When I was 16, I went off my other medication and the Abilify was increased considerably. I started to rapidly gain weight. As much as 5-10 lbs. in a week! After I figured out that it was caused by the Abilify, I immediately met with my psychiatrist and started to go off it. Six months later I lost 30 lbs. THIRTY POUNDS!!! My lifestyle did not change at all. I don't understand why so many anti depressants and the like have a side effect of weight gain! I'm already feeling down, so even if the drug is working the wight gain is gonna completely cancel that out. No one likes gaining weight when they don't need to. If you are on this drug GET OFF IT!! Seriously, do not give in to satan.",1.3333333333333333
"after trying numerous anti depressants, I finally found one that really works.  along with celexa and lamectal, I am no long in a depressed mood.  THANK GOD FOR THIS DRUG!!!!!",5.0
"I have been on Abilify for a little over a month.  I was scared to try it but so far it has worked great in helping with my energy, sex drive and depression symptoms.",5.0
I think this medicine has made me more jittery or nervous than before starting. I am ready to rip someones head off. If anyone reads this please let me know if it is just me or the meds.,2.3333333333333335
"Sorry I had to rate this drug but it is required! 30 days of once daily dosing is `$900. Who can afford that? I can't!! We do not qualify for any of the assistance programs/ Personally I think this is PURE GREED on the part of Bristol-Squib.They can charge anything they want. I have suffered chronic major depression for years, was excited about trying this drug but only got more depress
",1.0
"This medication literally saved my life. I would have to tell myself the reasons I had to live EVERY DAY. I have become a recluse. I knew I would die if I didn't get help.  After only 3 days on this medication, I no longer feel the urge to kill myself.  If no one has had long term depression, it's hard to understand. The only side effect has been an awful headache in the morning.  Despite it all, I will keep taking this drug.",5.0
"I have depression and my doctor added abilify to aid my anti-depressant. Abilify does wonders for depression it got me from sleeping every day all day to actually getting out of the house. But it also caused me to gain 40lbs. Now that my mood has stabilized I am off of abilify and trying to lose the weight. I do think this is a great starting point but don't take it longer than 6 months if you notice weight gain, it's so hard to lose the weight once you put it on.",3.6666666666666665
Ability 2mg was added to my lexapro20 felt great after 4 days. Been suffering for 4years after my original meds stopped working after 11years (Effexor xr) tried 7 others and finally I'M out of that deep dark tunnel. I now want to live. I'M myself again hang in there something will work God bless ,5.0
"I gained weight
",3.6666666666666665
"I am bipolar and have had low grade depression since menopause two years ago. I take lithium and trazodone (for sleep). I took 2.5 mg of Abilify for 10 days and then increased to 5 mg. At 5 mg. I felt great, expansive, a sense of well being I haven't had for years. The only problem is that I had trouble sleeping, and I feel it kicked me into a mild hypomania. I spent too much money in the course of a month. After going back to 2.5 mg, I felt more normal, but still had the benefit of feeling motivated and having initiative. I have experience slight weight gain, but I think this actually began before I began the Abilify. ",4.0
"Due to an accident, I have been suffering with pain and depression.  I have tried many different medications with no help at all.  My doctor then said let's try abilify.  I use abilify along with Buspirone and I feel the best I have in years.   I want to do things again, I have energy again, I feel like myself again!  I am very pleased with the results abilify has provided me.
",5.0
"I have been on abilify for many years.  I think it is a miracle drug.  I am very happy and I can function with this and other drugs.  I have lost weight using this, I might have gained some in the beginning.  I defiantly recommend trying abilify. ",5.0
its starting to really work and im trusting it will continue to do so ,4.666666666666667
"This medicine is terrible prescribed for depression. Inability to have an erection. Weight gain , insomnia, not able to stay still.Stay away from this crap. ",2.0
"I have been on abilify for 2 months, I am also taking venlafaxine XR for my severe depression, I am currently taking 10 mg of abilify and I am doing fine at the dosage. I have gained a little weight but I am watching closely and eating better since I feel better, this is a miracle drug",5.0
BEWARE-BEWARE-BEWARE-BEWARE-BEWARE-BEWARE-Took this w/lithium for depression & bipolar-LOVED IT-WOW I CAME ALIVE-EVERYTHING WAS SO INTERESTING-I WANTED TO DO THINGS NOT JUST GO ALONG LIKE A ROBOT PRETENDING TO BE ALIVE-But in a year and a half I gained 300lbs!!!  HUGE SIDE EFFECT!!!  Such a let down as I had just lost a lot of weight....MISS THE ZEAL FOR LIFE-BUT STRUGGLING TO LOOSE THE WEIGHT AGAIN!!!,3.6666666666666665
"Abilify worked 4 great me @ the beginning w/ my Celexa. However, 10 months & 50 lbs later, I had enough. From a size 8 to a size 16. No diet,no exercise,no controlling of your eating habits seemed 2 help. The cravings were insatiable. I was depressed every time I looked in the mirror or was requested 2 be active outdoors while no one understood the psychological damage the weight gain induced. Find something else.",1.0
"This was the extra lift I needed to make me feel normal. I take Wellbutrin also.However, since I'm on a fixed income, $900 for 30 pills is out of sight. Even with insurance, $417 for  30 pills makes me feel that perhaps they contain a little gold dust!",5.0
"I started taking this medication in addition to Zoloft for severe depression.  Within a week my depression lifted completely however, I did not realize that this drug was making me seriously constipated.  It was all related to taking this drug.  I ran out and my doctor did not refill my order and 7 days went by and it was not filled and I was not dizzy and needless to say I was cured from my constipation problem.  So all along my problem was caused by this drug.  I will NEVER take it again.  I already lost 3 pounds in a week and now want to come off the Zoloft!!!!",3.6666666666666665
This medicine is overpriced and makes it hard for me to breath. I take 10mg of this a day. Weight gain and  no sex drive. Feel worthless because of this medicine. Doctor said this the best medicine out there.,2.0
"Abilify is a miracle! I have taken it for a year, increased from 5 to 7 mg 3 months  ago. No more suicidal thoughts and a much more positive attitude in general. No weight gain, which I attribute to decreased eating due to decrease in depression. I also take venlafaxine, trazadone for insomnia and amphetamine salts.",5.0
I became afflicted with parkinsonia disease,2.3333333333333335
"Had every negative and dangerous side effect possible.  If Abilify weren't one of the drugs commercially most paid for, it probably wouldnt make it past the bathtub chem labs  it might as well be made in.",1.0
"As I write this, I am in the hospital being treated for Stevens-Johnson Syndrome. My psychiatrist and I agreed to try Abilify as an adjunct to the medications I was already taking for a depression that has never been successfully relieved. We decided that I would begin by cutting the 2mg pills in half. After a week my skin began to turn red all over my upper body. The itching was uncontrollable. When my skin began to peel I called my primary, who told me to stop the medication and head for the Emergency Department. I have been in the hospital for nearly two weeks now. Abilify has a propensity to cause SJS. The pain and concomitant itching are almost unbearable, and so I was receiving intravenous morphine, 4mg every two hours, plus steroids. The steroids sent my BP up to 205/100 and my sugar to 393, so I get lots of injections to keep these conditions at bay, esp. hydralazine to drop the BP FAST. Now my skin has finished peeling, except for the soles of my feet. SJS has aspects that are similar to those of a first or second-degree sunburn. It is awful.         ",2.3333333333333335
"I started Abilify after several medications, such as Wellbutrin, Zoloft, and Seroquel didn't work.  I have been on 10mg of Abilify for about 5 years, and I take it in addition to 300mg of Lamictal. Abilify is a life saver--I noticed it taking effect after about a week.  The depression lifted, as well as the anxiety. The only problems I have with Abilify are that they cause tremors, especially in my left hand.  I have gained weight over the past few years and though I'm not sure if it was caused by Abilify (since it's been in random spurts), I have been unable to lose the weight, which my doctor thinks is because of this medication. I was also put on Ritalin for ADHD symptoms that Abilify has caused. I don't appreciate the inability to lose weight, or the tremors, or the concentration issues, but hey--I guess it's better than feeling depressed, angry, and suicidal.  I recommend at least giving it a chance. ",4.666666666666667
"After taking a very small dose (.5-1mg)for one  week, without warning one evening my feet & legs swelled to extreme proportions. Believing it was cased by a completly different drug my doctor prescribed for me at the exact same time, I stopped taking that drug & continuted taking the Abilify. Unfortunately, it took another 2 weeks with not only my feet & legs retaining water, but my whole body felt like I was a big water balloon, that I finally realized it was the Abilify! I had by then seen 3 doctors & spoken to my pharmasist, who said they had never heard of Abilify causing this extreme water retention. I'm glad I found this site myself, because afer using compression stockings, keeping off salt, keeping my feet elevated & taking a pill to reduce the fluid retention & stopped taking the Ablify & my legs & feet are finally going back to normal. I will be sure to let the doctors, etc.about this.",2.6666666666666665
"I have had clinical depression my entire life. I have been on antidepressants for 20 year. The med just was not as effective anymore and I was constantly suicidal, having ideations all day long, struggling to not end my life. I started Abilify and it changed my life. Within a couple of days, all suicidal thoughts went away and my depression was gone. I have struggled with fatigue for years, and now, I have much more energy. I can get right out of bed and start my day instead of taking 4 hours moping around drinking coffee to wake up. I feel amazing. I have become the person I have always wanted to be. I am overweight, but have not gained any more weight yet. But I don't care because I do not want to be that person again.",5.0
"Excellent help to my depression.  But gained weight, even on 2 1/2 mg, and worse, I became borderline diabetic.",3.0
Gained weight.  That is all.,1.0
,5.0
"EVERYONE complains about the weight gain.  This is simply because it can cause food cravings so you eat more. The more you eat, the more weight you gain - very simple. I think the weight gain complaint gives this drug a bad rep. I found that the only substantial common negative side effects are shaking, restlessness and dizziness. All very minor compared to years of depression. ",4.0
"I was having issues with my effexor xr. I have been on every anti depressant that you can name. They work for a while then I have to start all over. Well, my doctor started me on 2mg of Abilify to take with the effexor. So far, I am feeling much better, more energy. My brain has somewhat stopped spinning with all the anxious thoughts. I hope this works for a long time. ",4.333333333333333
"The side effects are worst than the condition of having depression!
",2.3333333333333335
Nice drug,4.666666666666667
I was put on abilify 2 weeks ago as an added medication to my current medication mirtazapine for depression.So far it has worked great for me.I have a swallowing disorder and have had no problems swallowing  this medication.,5.0
Side effects of restless leg syndrome and crawling outta my skin.,4.333333333333333
not sure,3.6666666666666665
"Been on various antidepressants for 17 years. Latest and longest has been Cymbalta for 2.5 years. Helping, but not doing great on it.  Doc put me on abilify 1.25mg once a day.  This drug is a life saver for me. Life was spiraling downward, couldn't get out of bed, unmotivated, hid in my room, avoided anyone and everyone. Now I look forward to the day, and I am actively participating in life. Abilify hepled bring me back from the edge.",5.0
"I am a mom of a 17 year old boy that has been struggling with depression, recently turning into very angry outbursts. He has been seeing a doctor and has been on zoloft with little help.  He is a great kid and well liked, but no one was aware of his struggles. At home, there were angry outbursts that included hitting and kicking holes in walls and doors, throwing things.  I was afraid he might hurt himself or someone else, and was afraid to leave him alone.  His doctor switched him from the zoloft to lexapro and 2mg of abilify.  I read through many reviews and was just plain terrified to put him on something like this, but I was also terrified to not put him on it, either.  He is just about 18 and was afraid if he hurt someone, he could get into a great deal of trouble.  He started taking it just this week, and it helped almost immediately.   No outbursts, even when somethings are happening that in the past I would think would spark an issue, and he has been generally in a pleasant mood.  I am so thankful!   Unfortunately, one huge negative is the high price point.  Our doctor provided us with a coupon for a free 30 days supply, and after that a discount of 150 for a 30 day supply, but that will still be tough to absorb.  I am trying to find some other sources to assist with this 800$ per month prescription.
",5.0
,5.0
My mother was put on this while in a rehab she was bipolar and had the start of dementia which according to information should not have been on sh later passed of aspiration pneumonia. This should be taken off the market.,1.0
"It was a NIGHTMARE! Created huge Anxiety, nervousness, couldn't sleep! Massive weight gain! 60 lbs in a short period of time while only taking .5 mg! Personality change! Ticks! My daughter started walking sideways! Also couldn't focus on school. She went from being a 3.50 student to failing every class! 3 yrs later my daughter still has not lost all the belly weight! So angry! Do not take this med!!! In our opinion!",1.6666666666666667
"Too much in weight gain. Felt better, but gained 15 pounds in 5 weeks and can not loose.",3.6666666666666665
"I feel good mentally with this medicine. I do have some side effects that are beginning to affect my daily life. I have to urinate constantly. I get a terrible, sudden urge to go. Also, I can't stop moving and twitching. My legs, fingers, feet...I am always fidgeting. I also have trouble sleeping so they put me on Trazedone. It helps me stay asleep. The worst problem I have is fear of driving. I am terrified to drive, I've begun to absolutely hate driving, I'm scared of parking, highways, merging, ridiculous stuff. I don't know what to do.",3.6666666666666665
"Within the first 4 hours of taking it the first night I was vomiting, the second and third night I was in excruciating pain in my upper abdominal area. I was told to stop taking it and after another two days of excruciating pain I was finally able to move agian. ",2.3333333333333335
"This med works at low does only. I first felt tired, heavy lead like legs and suicidal thoughts. I was told to switch to night dosing and after one week I felt better. Then dr told me to increase my dose so I am going thru bad side effects again, same ones. I think I will stick to the lower dose.2.5mg",4.0
"I have struggled with Major Depressive Disorder for over 22 years.  I have used several anti-depressants, including Prozac, Paxil, Zoloft, and currently Effexor, all of which gave me some relief but by no means left me feeling balanced.

I started Abilify 5 weeks ago as a supplement to Effexor.  Within one week I began to see improvement.  Within 2-3 there was a remarkable difference.  Now, I can say that I have gone depression and anxiety free for a 30 day period for the first time I can remember. Abilify has been nothing short of a miracle for me.  It is not a happy pill, but it has finally brought me the balance I have been seeking for so long.  I had resigned myself to only feeling a 3 or 4 on a scale of 1-10 permanently.  Before Abilify, I could count on one hand the number of good days I had in a YEAR.  Now, I am consistently an 8 or better.

No matter what people may say, serious major depression is not something you can simply will or think yourself out of. One can not will themselves out of depression anymore than someone can will themselves out of epilepsy.

I am grateful, my family and friends are grateful, and I am pleased to say that the chokehold the dark clouds have had on me for years has finally lifted.I am not so naïve as to think that I will never have any valleys going forward.  I am ecstatic that this may no longer be the rule but the exception.",5.0
,3.0
"Taking abilify with Effexor 225mg and Lithium 600mg and I didn't know it was possible to feel this way. After 40 years of living in a depressed state (unless manic) I finally feel somewhat 'normal'. Yes, I have side effects, slight hand tremors, dizziness, and throat irritation, but for me it is all still worth it!!!!!!!",5.0
"I am on this for depression and so far I can't settle down, makes me hyper. I also have bad led spasms in the night or morning !
been two weeks on this new drug and don't like it.",1.0
"I am horrified at taking this medication.  I gained almost 60 pounds in 2 1/2 months.  I would NEVER recommend this drug to anyone.  This drug helped my depression at the time but now I am double depressed because of the weight I have gained and no matter what I do, I can not lose this weight.  Very, very depressing.  BEWARE OF WEIGHT GAIN...IT STARTS INSTANTLY.",3.0
This stuff is nasty... my hands got a shake that didn't go away for almost a year after I was off the meds. Also had random extreme sweating and sunburned really easily. I would never recommend this stuff to anyone.,1.0
"Extreme agitation and inability to sleep.  Manic.  Extreme water retention, horrific joint pain.  Problems walking.  Urinary problems and bladder pain.  ",3.0
I developed tremors in my jaw and arms.Wasn't good.,2.3333333333333335
,5.0
felt like bugs were crawling under my skin. this feeling stopped after stopping the med,2.6666666666666665
Abilify worked for a short time. before I developed muscle movement.,3.0
Weight gain,3.0
"Within 3 months of taking this drug I developed horrible,uncontrollable tremors in my face & tongue,hi blood sugar & a 15 lb weight gain. I stopped taking Abilify & fortunately the tremors appear to be getting better & I am losing the weight gain.Unfortunatly I am told that these side effects could be permanent, which my Dr. never told me. EVIL DRUG!!!",2.6666666666666665
"This is the WORST drug I ever took and I actively tell anyone who might consider it not to take it.  The drug completely took me over ... I could not even write, I had tremors, I was like a zombie.  As a result of taking the drug I ended up losing my job, a job I needed desperately.  After only a few weeks, my MD took be off it, but it was a terrible experience.  Friends and family were on the verge of an intervention I was so bad.  My serious advice is that this drug should not be on the market.  And, no I did not feel any less depressed ... probably more anxious if anything.",1.6666666666666667
"I've been taking Lexapro 20mg for almost 3 years and my doctor added Abilify 2mg when some signs of depression came back. I've been taking the Abilify for 3 weeks now and although I'm EXTREMELY happy, I've gained 10 pounds, have extreme food cravings, and experience constipation. Because of these side effects, I will be getting off of this medication.",4.333333333333333
"Took Abilify 5 mg along with effexor XR 150 mg.  I was on the medication for 1 week and began having extreme side effects...restlessness, it helped get me up and going more than I had in months but it began to make me unable to stop and relax.  I tried sleeping and it was near to impossible.  My legs constantly were moving even if I was sitting.  I began to notice there was an increase in the need to urinate but wasn't able to.  I spoke to my mother the morning of day 7 and told me to call the psychiatrist's office.  They called me back and said not to continue taking the medication and to come in to see the doctor the next week.  On days 8 & 9 I was still unable to control my restless legs, was on edge, I was urinating all the time, and having to take medication to calm me down.  Not sure the next move but I am hoping abilify is not it.  Not right for me.",3.0
This drug changed my life after suffering from debilitating deression for years. My only complaint is the cost.,4.666666666666667
"SO much weight gain. Was prescribed to me during eating disorder rehab and gained weight super fast, even far past my ""ideal"" weight. Do not recommend.",2.3333333333333335
"I have been on this medicine for a little over a month and I'm doing lot better.  I take it with my zoloft.  Before I started this new medicine, I didn't want or have the energy to do nothing, even taking care of my bills.  Now, I'm cleaning my house and taking care of my bills,etc.  The only thing I noticed was my hands shake a little.  I also seem to have a dry mouth in the morning.",4.333333333333333
"PLEASE READ ALL> I took Abilify for over a year. After having a son, moving 6x in 4 years (husband in army) I felt myself getting overwhelmed with PPD and Anxiety. The Anxiety was so bad I was not eating, not sleeping and would only stay at home. Abilify was great at 1mg/day. When my doctor felt like I was not making enough progress she upped my dosage. This equated to 35 pounds in 5 months. I was 5""2, 120 pounds. I literally ballooned up so big (mostly in my face and lower abdomen) so quick that most of my friends, relatives even my husband(!) thought I was pregnant again. As a previous sufferer of anorexia and bulemia I began to panic. My anxiety increased so much because of my weight it is hard to describe. For example: if my kids left food on their plates I HAD to eat it. I was obsessed with eating. Additionally, all I did was drink AND RETAIN water. If my husband expressed his concerns I would fly into a rage and eat more. It got to the point where my normal activities (cleaning, laundry, long distance running-my hobby) were near impossible. I began gaining fat that was hanging over my knees, making it difficult to maneuver. Finally I saw my regular (non-pysc) doctor. I saw her after running five miles, THEN DRINKING ONE BOTTLE OF WATER. My face was so swollen that my neck barely fit into my shirt. My doctor did research and blood work and immediately advised me to discontinue use of the Abilify. In three weeks since not taking Abilify I lost 8 pounds. In 4 weeks 12 pounds. I can now run again. The ONLY downside to discontinuing the medication is the emotions and feelings of instability I feel. ",3.6666666666666665
This has worked really well to get my depression under control BUT I want to eat everything starting at noon when I take my pill till I go to bed. I'm so hungry!!! It really sucks cause I've tried them all and this is the only one that has helped plus it's so expensive too. Calling my Doc. and telling him when there gone I'm done. I also didn't know that it would make me crave food like I'm doing. ,2.6666666666666665
"My experience taking Abilify Oral has been great as it helps clearing my mind of all the business that was going on in my head relieved and I drift off to sleep right off to sleep within minutes. It is an awesome drug which has put my busy mind at rest so my mind would let me rest,",5.0
This med really help with my depression and also help with my anxiety,4.333333333333333
"I have been on Viibryd for almost a year was doing good til about 4 months ago, went to dr less than a month ago and was given Abilify, it has turned me around and happier. no thoughts of suicide and I have interests now. My mind is clearer and I can stay awake during the day and sleep at night on my own without taking ambien. I am talking more instead of staying quiet.",5.0
